User_ID,Age_Group,Gender,Show_ID,Title,Genre,Viewing_Duration,Completion_Status,Rating,Device,Number_of_Views,Skip_Scenes,Watchlist,Re-watched,Viewing_Session_Length,Co-viewing,Likes,Shares,Comments,Watch_Time_Of_Day,Region,Month,Day_of_Week,Release_Year,Director,Cast
2,18-24,Male,15,Show_15,Action,33,Midway,1.0,Tablet,4,Yes,No,Yes,85,With Friends,No,No,Other pretty central hit.,Night,South America,November,Sunday,2007,Thomas Carter,"Courtney Norton, Jason Smith"
2,18-24,Male,40,Show_40,Comedy,21,Midway,3.0,TV,2,Yes,Yes,No,64,Alone,Yes,No,Occur often fight player behind smile range. Worry any big natural.,Night,South America,January,Wednesday,2004,Christine Nixon,"Kayla Bryant, Ms. Kelly Hernandez"
2,18-24,Male,53,Show_53,Fantasy,31,Completed,4.0,Mobile,4,No,No,No,30,Alone,No,No,Nation son wall fight. Force newspaper wear.,Afternoon,South America,September,Thursday,2009,Kristin Bass,"Guy Pace, David White, Melody Escobar, Rebecca Dixon, Dr. Chelsea Morrison"
2,18-24,Male,68,Show_68,Sci-Fi,28,Completed,1.0,TV,3,No,No,No,49,Alone,No,Yes,Type him news maintain. Single know foreign inside condition that open.,Afternoon,South America,May,Tuesday,2018,Sean Lynch,"Penny Lewis, David Edwards, Yvonne Ortiz, Stephanie Kelly, Alexis Marks"
2,18-24,Male,93,Show_93,Fantasy,27,Completed,4.0,Tablet,1,Yes,Yes,,32,Alone,No,No,Must into card deal former past. Start trouble beat yet red agency.,Afternoon,South America,December,Monday,2014,Kevin Smith,"Ashley Ramos, Gary Thompson, Lucas Pruitt, Jon Jackson, Robert Martinez"
2,18-24,Male,52,Show_52,Drama,48,Completed,5.0,TV,1,Yes,No,Yes,113,With Friends,No,No,Change offer interview see. Surface seem popular read.,Evening,South America,March,Saturday,2002,Denise Chen,"Kristina Perry DVM, John Wood"
2,18-24,Male,67,Show_67,Fantasy,34,Midway,3.0,Mobile,1,Yes,No,No,26,With Friends,No,Yes,,Night,South America,July,Tuesday,2014,Debbie Young,"Ryan Scott, Juan Villegas, Seth Blackwell, Daniel Evans"
2,18-24,Male,39,Show_39,Drama,44,Completed,5.0,Mobile,2,Yes,No,Yes,79,Alone,No,Yes,Put scientist manage fund should any ahead. Indicate exist federal seek let.,Afternoon,South America,July,Tuesday,2010,Jonathan Navarro,"Connie Price, Lindsey Wilson, Brett Davis"
2,18-24,Male,33,Show_33,Sci-Fi,33,Midway,1.0,Mobile,3,Yes,Yes,Yes,54,With Friends,Yes,No,Father serve piece reduce name. Job black require fire PM despite plant right.,Afternoon,South America,October,Saturday,2018,Hannah Gibbs,"Daniel Smith IV, Lauren Herrera, Meagan Brown"
2,18-24,Male,86,Show_86,Comedy,55,Completed,4.0,TV,3,No,Yes,,44,Alone,No,No,Station yourself member hit walk right low. Work continue several method guy sing theory.,Afternoon,South America,July,Tuesday,2002,Amanda Smith,"Megan Parker, Eric Morrison"
2,18-24,Male,71,Show_71,Fantasy,40,Midway,4.0,Mobile,5,No,No,,66,With Friends,No,No,Build detail rate street order lot. Film plant later personal.,Night,South America,June,Tuesday,2001,Erica Benjamin,"Norma Watkins, Kayla Knapp, Brooke Wilson"
2,18-24,Male,48,Show_48,Fantasy,40,Midway,1.0,Tablet,2,Yes,Yes,No,90,With Friends,No,No,Arrive against deep. Audience away drug eat.,Afternoon,South America,June,Tuesday,2018,Eric Anderson,"Matthew Gomez, James Jackson, James Tran"
2,18-24,Male,49,Show_49,Thriller,56,Completed,4.0,Tablet,3,No,No,,78,Alone,No,No,Read everyone prevent organization someone. Poor leave win our share cold first history.,Afternoon,South America,December,Friday,2001,Bobby Keller,"Scott Martin PhD, Michele West, Linda Andrews"
2,18-24,Male,63,Show_63,Thriller,31,Completed,5.0,TV,1,Yes,Yes,,37,Alone,Yes,No,Single term understand stop technology. Worker ahead seven.,Morning,South America,April,Friday,2019,Kenneth Roy,"Ms. Alyssa Cabrera MD, Nicholas Hoffman, Whitney Olson"
2,18-24,Male,59,Show_59,Thriller,43,Completed,5.0,Tablet,5,No,No,Yes,20,With Friends,Yes,No,Enjoy allow drive point language walk court. Reveal on who already deal work.,Evening,South America,September,Wednesday,2009,Theresa Jackson,"Sheryl Perez, Melinda Whitney, Elizabeth Thomas"
2,18-24,Male,3,Show_3,Sci-Fi,52,Midway,2.0,TV,1,Yes,Yes,,99,With Friends,No,Yes,Available especially claim dog gun adult. Type half stock need article line suddenly.,Night,South America,February,Wednesday,2002,Douglas Austin,"Eric Esparza, Tammy Nguyen, Nancy Garcia, Courtney Weeks, Teresa Conway"
2,18-24,Male,52,Show_52,Drama,49,Completed,2.0,Mobile,1,Yes,Yes,,68,With Friends,No,No,,Morning,South America,December,Tuesday,2002,Denise Chen,"Kristina Perry DVM, John Wood"
2,18-24,Male,11,Show_11,Fantasy,51,Midway,3.0,Tablet,1,Yes,Yes,Yes,108,With Friends,No,No,Animal media also effort performance hotel begin. Lot kid put amount.,Morning,South America,November,Wednesday,2011,Sharon Webb,"Isaac Huffman, Christopher Martinez, Mark Choi, Robert Simmons"
2,18-24,Male,70,Show_70,Action,56,Completed,2.0,Mobile,1,Yes,Yes,,29,With Friends,Yes,No,Argue tree lead staff first still. Pull training dinner administration.,Night,South America,November,Friday,2023,Oscar Ponce,"Tim Montgomery, Trevor Romero, Sally Murphy"
2,18-24,Male,43,Show_43,Comedy,44,Completed,1.0,Tablet,3,Yes,Yes,,49,Alone,No,Yes,When want difficult. Skill hand these heart increase.,Evening,South America,January,Saturday,2015,Seth Wheeler,"William Dyer, Terri Garcia"
2,18-24,Male,35,Show_35,Fantasy,48,Midway,2.0,Mobile,5,No,No,,107,With Friends,Yes,Yes,By mother official environment tell nation. Education together actually admit.,Afternoon,South America,December,Monday,2020,Sandra Gonzales,"Denise Stokes, Suzanne Young, Christopher Ruiz, Dr. David Randolph, Paul Herrera"
3,35-44,Undisclosed,35,Show_35,Fantasy,29,Midway,2.0,Tablet,4,No,No,Yes,31,Alone,No,Yes,Before despite current. Help woman bag shoulder increase your.,Evening,South America,May,Monday,2020,Sandra Gonzales,"Denise Stokes, Suzanne Young, Christopher Ruiz, Dr. David Randolph, Paul Herrera"
3,35-44,Undisclosed,17,Show_17,Fantasy,25,Completed,4.0,Mobile,5,No,Yes,,31,With Friends,Yes,Yes,,Night,South America,January,Wednesday,2004,Ashley Bradley,"Adam Gutierrez, Danielle Kelly, Sarah Robinson, Michael Guerrero"
3,35-44,Undisclosed,53,Show_53,Fantasy,44,Completed,5.0,TV,5,Yes,No,,37,With Friends,No,Yes,Soldier game relate. None author special strong give reach method.,Night,South America,March,Monday,2009,Kristin Bass,"Guy Pace, David White, Melody Escobar, Rebecca Dixon, Dr. Chelsea Morrison"
3,35-44,Undisclosed,22,Show_22,Comedy,47,Midway,4.0,Mobile,4,Yes,No,,51,With Friends,Yes,Yes,Eat despite hospital employee religious. Night goal successful trade project.,Morning,South America,March,Wednesday,2004,David Branch,"Tyler Dean, Alec Sandoval, Kevin Maldonado, Jose Martinez"
3,35-44,Undisclosed,1,Show_1,Action,45,Midway,5.0,Mobile,3,No,No,,103,Alone,No,Yes,On assume item might give stock. Yard none cup modern.,Afternoon,South America,August,Wednesday,2010,Kevin Strong,"Anthony Morton, Justin Flowers, Brian Garcia, Kenneth Coleman"
3,35-44,Undisclosed,23,Show_23,Fantasy,45,Midway,3.0,Tablet,4,Yes,No,No,55,With Friends,No,No,Family deep west compare see scene happen. Movement positive focus shoulder we.,Afternoon,South America,October,Friday,2020,Jason Dawson,"Madeline Bryan, Stephanie Gomez, Zachary Mann, Martha Russo, Dylan Moore"
3,35-44,Undisclosed,24,Show_24,Sci-Fi,55,Completed,4.0,Tablet,2,No,No,,72,With Friends,Yes,Yes,Daughter now though between far agent. Others include their step.,Afternoon,South America,May,Saturday,2002,Heather Martinez,"Lori Hubbard, Tiffany Smith, Robert Chan, James Huffman"
3,35-44,Undisclosed,20,Show_20,Action,47,Midway,1.0,Mobile,5,No,No,,89,Alone,No,No,Push weight response. Behind million full impact interest smile.,Morning,South America,April,Saturday,2005,Stefanie Mejia,"Leonard Elliott, Christopher Harvey, Matthew Decker"
3,35-44,Undisclosed,86,Show_86,Comedy,42,Completed,5.0,TV,5,No,No,No,33,Alone,Yes,Yes,Every right receive cup parent.,Afternoon,South America,September,Saturday,2002,Amanda Smith,"Megan Parker, Eric Morrison"
3,35-44,Undisclosed,67,Show_67,Fantasy,55,Completed,4.0,Mobile,4,No,Yes,,23,With Friends,Yes,Yes,Others feel learn argue. Rock executive news individual front maybe industry seat.,Night,South America,February,Monday,2014,Debbie Young,"Ryan Scott, Juan Villegas, Seth Blackwell, Daniel Evans"
3,35-44,Undisclosed,94,Show_94,Action,29,Midway,3.0,Mobile,4,Yes,No,,80,Alone,No,Yes,Degree community group service born heart. Add lose model go.,Evening,South America,February,Wednesday,2014,Blake Bentley,"Sara Smith, Judith Banks, Briana Rice, Kyle Wang"
3,35-44,Undisclosed,6,Show_6,Action,27,Completed,3.0,Tablet,1,Yes,Yes,Yes,90,Alone,No,Yes,,Night,South America,April,Sunday,2003,George Barnett,"Devon Gaines, Jennifer Carter, Wanda Ruiz, Cheryl Riggs"
3,35-44,Undisclosed,52,Show_52,Drama,60,Completed,2.0,Tablet,4,No,Yes,,77,With Friends,No,No,Rock determine model imagine. Occur so guy industry stand on. Their early word name fact improve.,Afternoon,South America,April,Wednesday,2002,Denise Chen,"Kristina Perry DVM, John Wood"
3,35-44,Undisclosed,97,Show_97,Comedy,24,Completed,5.0,TV,3,No,Yes,,34,With Friends,No,Yes,Remain after read heart anyone concern. Information water start great new.,Night,South America,October,Thursday,2019,Michael Wolf,"Robin Carter, Margaret Johnson"
3,35-44,Undisclosed,76,Show_76,Fantasy,27,Midway,3.0,Mobile,5,Yes,No,Yes,106,Alone,No,No,Color send TV who offer. Boy article tell. Develop young break election physical accept.,Afternoon,South America,May,Monday,2010,Leslie Gonzales,"Robert Robbins, Eric Gould, Jane Robles, Kyle Alvarado DDS"
3,35-44,Undisclosed,24,Show_24,Sci-Fi,43,Completed,5.0,Mobile,4,Yes,No,,43,With Friends,Yes,No,While art tend serve whom life easy wall.,Night,South America,May,Tuesday,2002,Heather Martinez,"Lori Hubbard, Tiffany Smith, Robert Chan, James Huffman"
3,35-44,Undisclosed,24,Show_24,Sci-Fi,40,Midway,5.0,TV,3,Yes,No,Yes,44,With Friends,No,Yes,,Night,South America,July,Saturday,2002,Heather Martinez,"Lori Hubbard, Tiffany Smith, Robert Chan, James Huffman"
3,35-44,Undisclosed,57,Show_57,Action,51,Completed,1.0,Tablet,1,Yes,No,Yes,55,Alone,No,No,Dog grow dream reduce. Pm senior radio yourself stand.,Night,South America,October,Saturday,2001,Shelby Clark,"James Flores, Terri Young, Sean Greer, Christian Lambert"
3,35-44,Undisclosed,99,Show_99,Comedy,51,Completed,5.0,TV,3,No,Yes,No,89,Alone,No,No,Service sure born full. Whatever few either law. Ability spend image over morning.,Afternoon,South America,May,Sunday,2011,Lauren Bishop,"Patricia Smith, David West, Makayla Francis"
3,35-44,Undisclosed,5,Show_5,Drama,48,Midway,3.0,TV,4,Yes,Yes,Yes,114,With Friends,No,No,Environment his bring defense threat. Growth job require arm. Paper south pay meeting less skin.,Afternoon,South America,April,Sunday,2020,Ian Rivera,"Alexis Graves, Timothy Bailey"
3,35-44,Undisclosed,27,Show_27,Thriller,23,Midway,5.0,Mobile,5,Yes,No,,57,With Friends,Yes,No,Response little stage information.,Night,South America,January,Wednesday,2015,Matthew Bright,"Justin Ortiz, Mathew Stanley, Stephanie Butler, Charles Thomas, Richard Tanner"
3,35-44,Undisclosed,84,Show_84,Fantasy,28,Completed,2.0,TV,3,Yes,No,No,38,With Friends,No,Yes,Firm method study contain. Service government fish nearly. Son pretty about simply law lot leave.,Night,South America,February,Saturday,2010,Adam Anderson,"Edward Wright, Angela Brandt, Alexandra Buck"
4,25-34,Male,52,Show_52,Drama,52,Midway,3.0,Mobile,4,No,Yes,,113,With Friends,No,No,Light room many TV mother. Mouth operation responsibility kind subject talk great pick.,Night,North America,April,Thursday,2002,Denise Chen,"Kristina Perry DVM, John Wood"
4,25-34,Male,28,Show_28,Action,51,Midway,,Mobile,3,Yes,No,,107,Alone,Yes,No,Include charge against candidate. Level challenge trouble later.,Night,North America,January,Monday,2014,Sarah Scott,"Jason Adams, Kevin Vega, Brandy Parsons, Sharon Proctor"
4,25-34,Male,21,Show_21,Sci-Fi,48,Midway,1.0,Mobile,2,Yes,No,Yes,55,Alone,No,Yes,Professor spring blood cell. Report political see entire act talk.,Morning,North America,June,Saturday,2019,Melissa Henry,"Amber Olson, Taylor Khan"
4,25-34,Male,84,Show_84,Fantasy,30,Completed,4.0,Tablet,3,Yes,No,,110,Alone,Yes,No,Prove other modern size standard.,Night,North America,February,Tuesday,2010,Adam Anderson,"Edward Wright, Angela Brandt, Alexandra Buck"
4,25-34,Male,76,Show_76,Fantasy,34,Midway,1.0,TV,3,Yes,No,,81,Alone,Yes,Yes,,Morning,North America,December,Sunday,2010,Leslie Gonzales,"Robert Robbins, Eric Gould, Jane Robles, Kyle Alvarado DDS"
4,25-34,Male,14,Show_14,Fantasy,26,Midway,3.0,Mobile,2,No,Yes,,28,Alone,Yes,Yes,Difficult country eye kid marriage late. Item professor democratic.,Evening,North America,December,Tuesday,2004,Miss Kimberly Miller DVM,"Michael Hoffman, Brian Harding, Richard Ball, Shannon Wolf"
4,25-34,Male,81,Show_81,Comedy,29,Midway,5.0,Tablet,4,Yes,Yes,,37,Alone,No,Yes,Meeting investment factor. Policy discussion service. Either white action agent audience time.,Night,North America,June,Sunday,2001,William Oliver,"Andrea Butler, Miguel Valdez, Teresa Watts"
4,25-34,Male,18,Show_18,Comedy,35,Midway,1.0,TV,5,No,Yes,No,46,Alone,No,Yes,Activity enough none however risk practice leave. Entire add miss always experience nation.,Morning,North America,April,Thursday,2008,Haley Boyd,"Victoria Butler, Willie Ramirez MD, Nancy Shaffer, Daisy Shaw"
4,25-34,Male,50,Show_50,Fantasy,27,Completed,4.0,Tablet,5,Yes,Yes,,60,Alone,No,Yes,No dark which teach word concern. Call college rich father push with.,Evening,North America,September,Saturday,2011,Nicholas Lamb,"Nancy Roach, Lisa Smith, Jeremy Gonzalez DVM"
4,25-34,Male,23,Show_23,Fantasy,50,Completed,1.0,Tablet,1,Yes,No,,25,Alone,No,Yes,Matter once ask. Toward able treat day appear eye suddenly answer.,Night,North America,July,Saturday,2020,Jason Dawson,"Madeline Bryan, Stephanie Gomez, Zachary Mann, Martha Russo, Dylan Moore"
4,25-34,Male,52,Show_52,Drama,25,Completed,3.0,TV,3,Yes,Yes,Yes,88,With Friends,No,No,Wall center morning physical. Learn yourself federal open everything cell under.,Evening,North America,December,Thursday,2002,Denise Chen,"Kristina Perry DVM, John Wood"
4,25-34,Male,94,Show_94,Action,35,Completed,2.0,TV,4,Yes,No,Yes,59,Alone,Yes,No,There serious both blood must memory half. Involve management service hear company wrong.,Afternoon,North America,December,Monday,2014,Blake Bentley,"Sara Smith, Judith Banks, Briana Rice, Kyle Wang"
4,25-34,Male,21,Show_21,Sci-Fi,51,Midway,5.0,Tablet,3,Yes,No,Yes,115,With Friends,Yes,No,Center health strategy during leader child onto. Happy article real those force bed common.,Evening,North America,July,Wednesday,2019,Melissa Henry,"Amber Olson, Taylor Khan"
4,25-34,Male,68,Show_68,Sci-Fi,24,Midway,5.0,Tablet,1,No,No,No,27,With Friends,Yes,Yes,Not design skin you manage give seek. Travel easy after land wear you. Leg say hour head reason.,Afternoon,North America,May,Sunday,2018,Sean Lynch,"Penny Lewis, David Edwards, Yvonne Ortiz, Stephanie Kelly, Alexis Marks"
4,25-34,Male,14,Show_14,Fantasy,56,Completed,2.0,Tablet,5,Yes,Yes,,51,Alone,No,Yes,,Night,North America,March,Tuesday,2004,Miss Kimberly Miller DVM,"Michael Hoffman, Brian Harding, Richard Ball, Shannon Wolf"
4,25-34,Male,5,Show_5,Drama,55,Midway,2.0,Mobile,2,No,No,No,29,With Friends,Yes,No,Anything sea cup would decade fact purpose. Skin follow lay cover spring car.,Afternoon,North America,April,Sunday,2020,Ian Rivera,"Alexis Graves, Timothy Bailey"
